analyst,row,test_id,labelled_as,actual_identity,identified_as,starch_present,sample_id,date_analyzed,comments
Analyst 32,105.0,T32-246C,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34929,22/8/2018,
Analyst 32,106.0,T32-X6DQ,Penicillin Procaine,Benzyl Penicillin,Suspicious,,34932,22/8/2018,
Analyst 32,107.0,T32-ZVPD,Penicillin Procaine,Lactose,Suspicious,,34805,20/8/2018,
Analyst 32,108.0,T32-CFBS,Penicillin Procaine,Lactose,Suspicious,,34747,20/8/2018,
Analyst 32,109.0,T32-NX5B,Penicillin Procaine,Starch,Suspicious,Yes,35008,2018-04-09 00:00:00,
Analyst 32,110.0,T32-KZRX,Penicillin Procaine,Starch,Suspicious,Yes,35188,2018-04-09 00:00:00,
Analyst 32,111.0,T32-2E5U,Penicillin Procaine,Starch,Suspicious,Yes,35014,2018-04-09 00:00:00,
Analyst 32,112.0,T32-P2A0,Penicillin Procaine,Starch,Suspicious,Yes,32437,20/8/2018,
Analyst 32,113.0,T32-BAP9,Penicillin Procaine,Vitamin C,Suspicious,,29884,2018-04-09 00:00:00,
Analyst 32,114.0,T32-Z63R,Penicillin Procaine,Vitamin C,Suspicious,,30034,2018-04-09 00:00:00,
Analyst 32,115.0,T32-UOQ8,Penicillin Procaine,Vitamin C,Suspicious,,30036,2018-04-09 00:00:00,
Analyst 32,116.0,T32-1KEW,Penicillin Procaine,Vitamin C,Suspicious,,34815,22/8/2018,
Analyst 32,117.0,T32-762R,Penicillin Procaine,Vitamin C,Suspicious,,34814,22/8/2018,
Analyst 32,118.0,T32-FZDD,Penicillin Procaine,Vitamin C,Suspicious,,30035,2018-04-09 00:00:00,
Analyst 32,119.0,T32-7Z7W,Penicillin Procaine,Vitamin C,Suspicious,,34809,22/8/2018,
Analyst 32,120.0,T32-DFA2,Penicillin Procaine,Vitamin C,Suspicious,,34813,22/8/2018,
Analyst 32,121.0,T32-3P3Q,Quinine ,Quinine ,Quinine,,34300,2018-11-09 00:00:00,
Analyst 32,122.0,T32-Q7CI,Quinine ,Quinine ,Quinine,,30018,18/8/2018,
Analyst 32,123.0,T32-BKZO,Quinine ,Quinine ,Quinine,,32944,18/8/2018,
Analyst 32,124.0,T32-EQ9E,Quinine ,Quinine ,Quinine,,32947,18/8/2018,
Analyst 32,125.0,T32-WR82,Quinine ,Quinine ,Quinine,,36310,2018-10-09 00:00:00,
Analyst 32,126.0,T32-Y1RF,Quinine ,Quinine ,Quinine,,32589,2018-04-09 00:00:00,
Analyst 32,127.0,T32-HFRK,Quinine ,Quinine ,Quinine,,35015,2018-04-09 00:00:00,
Analyst 32,128.0,T32-U411,Quinine ,Quinine ,Quinine,,30019,18/8/2018,
Analyst 32,129.0,T32-SATH,Quinine ,Quinine ,Quinine,,36311,2018-11-09 00:00:00,
Analyst 32,130.0,T32-OVWO,Quinine ,Quinine ,Quinine,,36304,2018-11-09 00:00:00,
Analyst 32,131.0,T32-OJVH,Quinine ,Quinine ,Quinine,,32775,2018-04-09 00:00:00,
Analyst 32,132.0,T32-JRHC,Quinine ,Quinine ,Quinine,,32587,2018-04-09 00:00:00,
Analyst 32,133.0,T32-95X8,Quinine ,Quinine ,Quinine,,32773,2018-04-09 00:00:00,
Analyst 32,134.0,T32-S3R7,Quinine ,Quinine ,Quinine,,35001,4/9/208,
Analyst 32,135.0,T32-UEDO,Quinine ,Quinine ,Quinine,,32774,2018-04-09 00:00:00,
Analyst 32,136.0,T32-XQ4O,Quinine ,Starch,Suspicious,Yes,34301,2018-11-09 00:00:00,
Analyst 32,137.0,T32-9V1B,Quinine ,Starch,Suspicious,Yes,32945,18/8/2018,
Analyst 32,138.0,T32-S09X,Quinine ,Starch,Suspicious,Yes,34302,2018-11-09 00:00:00,
Analyst 32,139.0,T32-8S79,Quinine ,Lactose,Suspicious,,32946,18/8/2018,
Analyst 32,140.0,T32-8XKS,Quinine ,Paracetamol Starch,Suspicious,Yes,36305,2018-11-09 00:00:00,
Analyst 32,141.0,T32-3T8R,Quinine ,Vitamin C,Suspicious,,34267,22/8/2018,
Analyst 32,142.0,T32-SZ8H,Quinine ,Vitamin C,Suspicious,,32273,2018-04-09 00:00:00,
Analyst 32,143.0,T32-12X3,Quinine ,Vitamin C,Suspicious,,34303,2018-11-09 00:00:00,
Analyst 32,144.0,T32-E2JD,Quinine ,Vitamin C,Suspicious,,31672,2018-11-09 00:00:00,
Analyst 32,145.0,T32-0O3W,Quinine ,Vitamin C,Suspicious,,29883,2018-04-09 00:00:00,
Analyst 32,146.0,T32-UIAO,Quinine ,Vitamin C,Suspicious,,31673,2018-11-09 00:00:00,
Analyst 32,147.0,T32-8PNU,Quinine ,Vitamin C,Suspicious,,34930,22/8/2018,
Analyst 32,148.0,T32-XFTI,Quinine ,Cellulose,Suspicious,,3931,22/8/2018,
Analyst 32,149.0,T32-L33E,Quinine ,Cellulose,Suspicious,,34812,22/8/2018,
Analyst 32,150.0,T32-83T9,Quinine ,Cellulose,Suspicious,,32274,2018-04-09 00:00:00,
Analyst 33,1.0,T33-GSFK,Amoxicillin,Amoxicillin,Amoxicillin,,34754,20/9/2018,
Analyst 33,2.0,T33-GCB8,Amoxicillin,Amoxicillin,Amoxicillin,,33782,21/8/2018,
Analyst 33,3.0,T33-H8DK,Amoxicillin,Amoxicillin,Amoxicillin,,34768,20/9/2018,
Analyst 33,4.0,T33-4AJI,Amoxicillin,Amoxicillin,Amoxicillin,,34723,20/9/2018,
Analyst 33,5.0,T33-RM3A,Amoxicillin,Amoxicillin,Amoxicillin,,34632,20/9/2018,
Analyst 33,6.0,T33-7VGC,Amoxicillin,Amoxicillin,Amoxicillin,,34770,20/9/2018,
Analyst 33,7.0,T33-0PLR,Amoxicillin,Amoxicillin,Amoxicillin,,34753,20/9/2018,
Analyst 33,8.0,T33-QTAG,Amoxicillin,Amoxicillin,Amoxicillin,,34841,2018-09-09 00:00:00,
Analyst 33,9.0,T33-SDE5,Amoxicillin,Amoxicillin,Amoxicillin,,34633,20/9/2018,
Analyst 33,10.0,T33-UVSY,Amoxicillin,Amoxicillin,Amoxicillin,,34771,20/9/2018,
Analyst 33,11.0,T33-5V78,Amoxicillin,Amoxicillin,Amoxicillin,,32102,21/9/2018,
Analyst 33,12.0,T33-HA6Q,Amoxicillin,Amoxicillin,Amoxicillin,,33783,21/8/2018,
Analyst 33,13.0,T33-YZWN,Amoxicillin,Amoxicillin,Amoxicillin,,34721,20/9/2018,
Analyst 33,14.0,T33-GD6A,Amoxicillin,Amoxicillin,Amoxicillin,,34757,20/9/2018,
Analyst 33,15.0,T33-X08G,Amoxicillin,Amoxicillin,Amoxicillin,,34769,20/9/2018,
Analyst 33,16.0,T33-TXX2,Amoxicillin,Lactose,Suspicious,,33768,21/8/2018,
Analyst 33,17.0,T33-YGIJ,Amoxicillin,Lactose,Suspicious,,34636,20/9/2018,
Analyst 33,18.0,T33-JZTB,Amoxicillin,Lactose,Suspicious,,34756,20/9/2018,
Analyst 33,19.0,T33-Z3AE,Amoxicillin,Vitamin C,Suspicious,,34726,20/9/2018,
Analyst 33,20.0,T33-E75V,Amoxicillin,Vitamin C,Suspicious,,32102,21/9/2018,
Analyst 33,21.0,T33-GETE,Amoxicillin,Vitamin C,Suspicious,,34840,2018-09-09 00:00:00,
Analyst 33,22.0,T33-DE1O,Amoxicillin,Vitamin C,Suspicious,,33770,21/8/2018,
Analyst 33,23.0,T33-EITC,Amoxicillin,Vitamin C,Suspicious,,34722,20/9/2018,
Analyst 33,24.0,T33-A9I7,Amoxicillin,Vitamin C,Suspicious,,34847,2018-09-09 00:00:00,
Analyst 33,25.0,T33-CXN3,Amoxicillin,Vitamin C,Suspicious,,34758,21/9/2018,
Analyst 33,26.0,T33-EYY4,Amoxicillin,Vitamin C,Suspicious,,34752,21/9/2018,
Analyst 33,27.0,T33-R22O,Amoxicillin,Vitamin C,Suspicious,,34720,20/9/2018,
Analyst 33,28.0,T33-1GC7,Amoxicillin,Starch,Suspicious,Yes,34639,20/9/2018,
Analyst 33,29.0,T33-SDJE,Amoxicillin,Starch,Suspicious,Yes,34725,20/9/2018,
Analyst 33,30.0,T33-UVUL,Amoxicillin,Starch,Suspicious,Yes,34842,2018-09-09 00:00:00,
Analyst 33,31.0,T33-EVGO,Paracetamol,Paracetamol,Paracetamol,,33742,15/8/2018,
Analyst 33,32.0,T33-8C0B,Paracetamol,Paracetamol,Paracetamol,,32963,21/9/2018,
Analyst 33,33.0,T33-02D5,Paracetamol,Paracetamol,Paracetamol,,32187,2018-06-09 00:00:00,
Analyst 33,34.0,T33-T33UV,Paracetamol,Paracetamol,Paracetamol,,32097,21/9/2018,
Analyst 33,35.0,T33-I4RM,Paracetamol,Paracetamol,Paracetamol,,33743,15/8/2018,
Analyst 33,36.0,T33-EDF5,Paracetamol,Paracetamol,Paracetamol,,32100,21/9/2018,
Analyst 33,37.0,T33-LO5W,Paracetamol,Paracetamol,Paracetamol,,32113,21/9/2018,
Analyst 33,38.0,T33-JW5E,Paracetamol,Paracetamol,Suspicious,,32091,21/9/2018,
Analyst 33,39.0,T33-F64D,Paracetamol,Paracetamol,Paracetamol,,32196,2018-06-09 00:00:00,
Analyst 33,40.0,T33-K57J,Paracetamol,Paracetamol,Paracetamol,,33795,15/8/2018,
Analyst 33,41.0,T33-OTZD,Paracetamol,Paracetamol,Suspicious,,32188,2018-06-09 00:00:00,
Analyst 33,42.0,T33-OJ6V,Paracetamol,Paracetamol,Suspicious,,32964,21/9/2018,
Analyst 33,43.0,T33-EW3E,Paracetamol,Paracetamol,Suspicious,,32092,21/9/2018,
Analyst 33,44.0,T33-1DZ9,Paracetamol,Paracetamol,Paracetamol,,32094,21/9/2018,
Analyst 33,45.0,T33-ZRRF,Paracetamol,Paracetamol,Suspicious,,32112,21/9/2018,
Analyst 33,46.0,T33-5QJA,Paracetamol,Lactose,Suspicious,,32096,21/9/2018,
Analyst 33,47.0,T33-BQ0H,Paracetamol,Lactose,Paracetamol,,32186,2018-06-09 00:00:00,
Analyst 33,48.0,T33-7999,Paracetamol,Lactose,Suspicious,,32117,21/9/2018,
Analyst 33,49.0,T33-8EGR,Paracetamol,Cellulose,Suspicious,,32185,2018-06-09 00:00:00,
Analyst 33,50.0,T33-EZFU,Paracetamol,Cellulose,Suspicious,,32093,21/9/2018,
Analyst 33,51.0,T33-ZF1M,Paracetamol,Paracetamol Starch,Paracetamol Starch,Yes,33741,15/8/2018,
Analyst 33,52.0,T33-9UGD,Paracetamol,Paracetamol Starch,Paracetamol Starch,Yes,32095,21/9/2018,
Analyst 33,53.0,T33-0TDJ,Paracetamol,Paracetamol Starch,Paracetamol Starch,Yes,32098,21/9/2018,
Analyst 33,54.0,T33-3W0O,Paracetamol,Starch,Suspicious,Yes,33735,15/8/2018,
Analyst 33,55.0,T33-Y4W0,Paracetamol,Starch,Suspicious,Yes,33740,15/8/2018,
Analyst 33,56.0,T33-155Q,Paracetamol,Vitamin C,Paracetamol,,33798,15/8/2018,
Analyst 33,57.0,T33-X22J,Paracetamol,Vitamin C,Paracetamol,,33796,15/8/2018,
Analyst 33,58.0,T33-U1L6,Paracetamol,Vitamin C,Paracetamol,,32116,21/9/2018,
Analyst 33,59.0,T33-0RJF,Paracetamol,Vitamin C,Paracetamol,,33797,15/8/2018,
Analyst 33,60.0,T33-8BGS,Paracetamol,Vitamin C,Paracetamol,,32114,21/9/2018,
Analyst 33,61.0,T33-INTB,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34974,14/8/2018,
Analyst 33,62.0,T33-AEGQ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,32962,21/9/2018,
Analyst 33,63.0,T33-25HP,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34944,14/8/2018,
Analyst 33,64.0,T33-J674,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,32960,21/9/2018,
Analyst 33,65.0,T33-827N,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34971,14/8/2018,
Analyst 33,66.0,T33-DSOA,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34972,14/8/2018,
Analyst 33,67.0,T33-EOAD,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34976,14/8/2018,
Analyst 33,68.0,T33-8E0A,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34834,2018-06-09 00:00:00,
Analyst 33,69.0,T33-GVEB,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34970,14/8/2018,
Analyst 33,70.0,T33-HAPH,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,32121,21/9/2018,
Analyst 33,71.0,T33-1IST,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,32120,21/9/2018,
Analyst 33,72.0,T33-YVHF,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,32198,2018-06-09 00:00:00,
Analyst 33,73.0,T33-VX48,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34833,2018-06-09 00:00:00,
Analyst 33,74.0,T33-AI7A,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34947,14/8/2018,
Analyst 33,75.0,T33-U20H,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34874,2018-06-09 00:00:00,
Analyst 33,76.0,T33-E7I5,Benzyl Penicillin,Penicillin Procaine,Benzyl Penicillin,,34832,2018-06-09 00:00:00,
Analyst 33,77.0,T33-H00H,Benzyl Penicillin,Vitamin C,Suspicious,,32118,21/9/2018,
Analyst 33,78.0,T33-CZSK,Benzyl Penicillin,Vitamin C,Suspicious,,34969,14/8/2018,
Analyst 33,79.0,T33-OSP5,Benzyl Penicillin,Vitamin C,Suspicious,,32184,2018-06-09 00:00:00,
Analyst 33,80.0,T33-217U,Benzyl Penicillin,Vitamin C,Suspicious,,34875,2018-06-09 00:00:00,
Analyst 33,81.0,T33-EUXC,Benzyl Penicillin,Vitamin C,Suspicious,,34968,14/8/2018,
Analyst 33,82.0,T33-UES5,Benzyl Penicillin,Vitamin C,Suspicious,,34960,14/8/2018,
Analyst 33,83.0,T33-GVZR,Benzyl Penicillin,Vitamin C,Suspicious,,33774,14/8/2018,
Analyst 33,84.0,T33-ZN7H,Benzyl Penicillin,Vitamin C,Suspicious,,34844,2018-06-09 00:00:00,
Analyst 33,85.0,T33-T5OP,Benzyl Penicillin,Starch,Suspicious,Yes,34951,14/8/2018,
Analyst 33,86.0,T33-ZBV9,Benzyl Penicillin,Starch,Suspicious,Yes,34975,14/8/2018,
Analyst 33,87.0,T33-P7H4,Benzyl Penicillin,Lactose,Suspicious,,34945,14/8/2018,
Analyst 33,88.0,T33-KAJ2,Benzyl Penicillin,Lactose,Suspicious,,32961,21/9/2018,
Analyst 33,89.0,T33-GA9T,Benzyl Penicillin,Lactose,Suspicious,,34961,14/8/2018,
Analyst 33,90.0,T33-GX7I,Benzyl Penicillin,Lactose,Suspicious,,34973,14/8/2018,
Analyst 33,91.0,T33-70N6,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34838,2018-07-09 00:00:00,
Analyst 33,92.0,T33-GZGC,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34724,21/9/2018,
Analyst 33,93.0,T33-IX1B,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34755,21/9/2018,
Analyst 33,94.0,T33-6RXG,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,33776,20/8/2018,
Analyst 33,95.0,T33-1B3G,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,33781,20/8/2018,
Analyst 33,96.0,T33-QK0Y,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34825,2018-07-09 00:00:00,
Analyst 33,97.0,T33-W8UX,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34826,2018-07-09 00:00:00,
Analyst 33,98.0,T33-BGZN,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34837,2018-07-09 00:00:00,
Analyst 33,99.0,T33-N8JG,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,33780,20/8/2018,
Analyst 33,100.0,T33-JASH,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34829,2018-07-09 00:00:00,
Analyst 33,101.0,T33-13DZ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,33799,20/8/2018,
Analyst 33,102.0,T33-JZ0H,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34836,2018-07-09 00:00:00,
Analyst 33,103.0,T33-XD1F,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,33772,20/8/2018,
Analyst 33,104.0,T33-BCW7,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,33769,20/8/2018,
Analyst 33,105.0,T33-TQN1,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34830,2018-07-09 00:00:00,
Analyst 33,106.0,T33-HNXN,Penicillin Procaine,Benzyl Penicillin,Suspicious,,34831,2018-07-09 00:00:00,
Analyst 33,107.0,T33-35KW,Penicillin Procaine,Lactose,Suspicious,,34827,2018-07-09 00:00:00,
Analyst 33,108.0,T33-NN9F,Penicillin Procaine,Lactose,Suspicious,,34839,2018-07-09 00:00:00,
Analyst 33,109.0,T33-L3EV,Penicillin Procaine,Lactose,Suspicious,,34828,2018-07-09 00:00:00,
Analyst 33,110.0,T33-9VDY,Penicillin Procaine,Starch,Suspicious,,34846,2018-07-09 00:00:00,
Analyst 33,111.0,T33-4WF5,Penicillin Procaine,Starch,Suspicious,,34845,2018-07-09 00:00:00,
Analyst 33,112.0,T33-N2QL,Penicillin Procaine,Starch,Suspicious,,34824,2018-07-09 00:00:00,
Analyst 33,113.0,T33-8KXF,Penicillin Procaine,Cellulose,Suspicious,,33778,20/8/2018,
Analyst 33,114.0,T33-KJLX,Penicillin Procaine,Cellulose,Suspicious,,34759,21/9/2018,
Analyst 33,115.0,T33-6PYF,Penicillin Procaine,Vitamin C,Suspicious,,34843,2018-07-09 00:00:00,
Analyst 33,116.0,T33-GHTE,Penicillin Procaine,Vitamin C,Suspicious,,33771,20/8/2018,
Analyst 33,117.0,T33-Z8HI,Penicillin Procaine,Vitamin C,Suspicious,,33777,20/8/2018,
Analyst 33,118.0,T33-HRUZ,Penicillin Procaine,Vitamin C,Suspicious,,33779,20/8/2018,
Analyst 33,119.0,T33-A8UV,Penicillin Procaine,Vitamin C,Suspicious,,33773,20/8/2018,
Analyst 33,120.0,T33-1PMG,Penicillin Procaine,Vitamin C,Suspicious,,32122,21/9/2018,
Analyst 33,121.0,T33-V6TQ,Quinine ,Quinine ,Quinine,,32190,2018-04-09 00:00:00,
Analyst 33,122.0,T33-1KC3,Quinine ,Quinine ,Quinine,,34637,20/9/2018,
Analyst 33,123.0,T33-HAZI,Quinine ,Quinine ,Quinine,,34635,2018-11-08 00:00:00,
Analyst 33,124.0,T33-3AGW,Quinine ,Quinine ,Quinine,,34792,2018-12-08 00:00:00,
Analyst 33,125.0,T33-HVPN,Quinine ,Quinine ,Quinine,,32200,2018-04-09 00:00:00,
Analyst 33,126.0,T33-6TUY,Quinine ,Quinine ,Quinine,,32209,2018-04-09 00:00:00,
Analyst 33,127.0,T33-HAZD,Quinine ,Quinine ,Quinine,,34793,2018-12-08 00:00:00,
Analyst 33,128.0,T33-SA4N,Quinine ,Quinine ,Quinine,,32197,2018-04-09 00:00:00,
Analyst 33,129.0,T33-FWIH,Quinine ,Quinine ,Quinine,,32211,2018-04-09 00:00:00,
Analyst 33,130.0,T33-C2CQ,Quinine ,Quinine ,Quinine,,34634,2018-12-08 00:00:00,
Analyst 33,131.0,T33-9UQ2,Quinine ,Quinine ,Quinine,,32215,2018-04-09 00:00:00,
Analyst 33,132.0,T33-F7ON,Quinine ,Quinine ,Quinine,,32208,2018-04-09 00:00:00,
Analyst 33,133.0,T33-6KC8,Quinine ,Quinine ,Quinine,,32214,2018-04-09 00:00:00,
Analyst 33,134.0,T33-VAKB,Quinine ,Quinine ,Quinine,,32201,2018-04-09 00:00:00,
Analyst 33,135.0,T33-I6LA,Quinine ,Quinine ,Quinine,,34948,2018-12-08 00:00:00,
Analyst 33,136.0,T33-DEQK,Quinine ,Quinine ,Quinine,,32202,2018-04-09 00:00:00,
Analyst 33,137.0,T33-H7TX,Quinine ,Lactose,Suspicious,,32213,2018-04-09 00:00:00,
Analyst 33,138.0,T33-HJ6Z,Quinine ,Lactose,Suspicious,,34963,2018-12-08 00:00:00,
Analyst 33,139.0,T33-BVYU,Quinine ,Lactose,Suspicious,,32210,2018-04-09 00:00:00,
Analyst 33,140.0,T33-QG8J,Quinine ,Lactose,Suspicious,,34962,2018-12-08 00:00:00,
Analyst 33,141.0,T33-NXVV,Quinine ,Starch,Suspicious,Yes,34967,2018-12-08 00:00:00,
Analyst 33,142.0,T33-9LDR,Quinine ,Starch,Suspicious,Yes,32212,2018-04-09 00:00:00,
Analyst 33,143.0,T33-WEED,Quinine ,Cellulose,Suspicious,,32193,2018-04-09 00:00:00,
Analyst 33,144.0,T33-A4RK,Quinine ,Cellulose,Suspicious,,32194,2018-04-09 00:00:00,
Analyst 33,145.0,T33-OBPB,Quinine ,Vitamin C,Suspicious,,32189,2018-04-09 00:00:00,
Analyst 33,146.0,T33-WTWQ,Quinine ,Vitamin C,Suspicious,,34950,2018-12-08 00:00:00,
Analyst 33,147.0,T33-VXDP,Quinine ,Vitamin C,Suspicious,,34949,2018-12-08 00:00:00,
Analyst 33,148.0,T33-URKX,Quinine ,Vitamin C,Suspicious,,32192,2018-04-09 00:00:00,
Analyst 33,149.0,T33-T2YN,Quinine ,Vitamin C,Suspicious,,32203,2018-04-09 00:00:00,
Analyst 33,150.0,T33-A3D3,Quinine ,Vitamin C,Suspicious,,34638,20/9/2018,
Analyst 34,1.0,T34-D6R0,Amoxicillin,Amoxicillin,Amoxicillin,,34541,2018-05-09 00:00:00,
Analyst 34,2.0,T34-5MM5,Amoxicillin,Amoxicillin,Amoxicillin,,34523,2018-05-09 00:00:00,
Analyst 34,3.0,T34-5XA8,Amoxicillin,Amoxicillin,Amoxicillin,,33816,16/8/2018,
Analyst 34,4.0,T34-VQ3G,Amoxicillin,Amoxicillin,Amoxicillin,,34581,20/9/2018,
Analyst 34,5.0,T34-MEQY,Amoxicillin,Amoxicillin,Amoxicillin,,34487,2018-05-09 00:00:00,
Analyst 34,6.0,T34-TFS0,Amoxicillin,Amoxicillin,Amoxicillin,,34607,20/9/2018,
Analyst 34,7.0,T34-HR79,Amoxicillin,Amoxicillin,Amoxicillin,,33803,16/8/2018,
Analyst 34,8.0,T34-G8PS,Amoxicillin,Amoxicillin,Amoxicillin,,34603,20/9/2018,
Analyst 34,9.0,T34-H4ZM,Amoxicillin,Amoxicillin,Amoxicillin,,34578,20/9/2018,
Analyst 34,10.0,T34-T382,Amoxicillin,Amoxicillin,Amoxicillin,,34600,20/9/2018,
Analyst 34,11.0,T34-XNYZ,Amoxicillin,Amoxicillin,Amoxicillin,,34582,20/9/2018,
Analyst 34,12.0,T34-0CAF,Amoxicillin,Amoxicillin,Amoxicillin,,34576,20/9/2018,
Analyst 34,13.0,T34-TIJP,Amoxicillin,Amoxicillin,Amoxicillin,,33804,16/8/2018,
Analyst 34,14.0,T34-JLHV,Amoxicillin,Amoxicillin,Amoxicillin,,34582,20/9/2018,
Analyst 34,15.0,T34-SER2,Amoxicillin,Amoxicillin,Amoxicillin,,33805,16/8/2018,
Analyst 34,16.0,T34-6KY5,Amoxicillin,Paracetamol Starch,Suspicious,Yes,34540,2018-05-09 00:00:00,
Analyst 34,17.0,T34-JEKS,Amoxicillin,Starch,Suspicious,Yes,34486,2018-05-09 00:00:00,
Analyst 34,18.0,T34-87MA,Amoxicillin,Starch,Suspicious,Yes,34580,20/9/2018,
Analyst 34,19.0,T34-D0DM,Amoxicillin,Starch,Suspicious,Yes,34542,2018-05-09 00:00:00,
Analyst 34,20.0,T34-ZMDG,Amoxicillin,Lactose,Suspicious,,34577,20/9/2018,
Analyst 34,21.0,T34-T5IF,Amoxicillin,Lactose,Suspicious,,33757,16/8/2018,
Analyst 34,22.0,T34-LWVB,Amoxicillin,Cellulose,Suspicious,,34484,2018-05-09 00:00:00,
Analyst 34,23.0,T34-OHK0,Amoxicillin,Cellulose,Suspicious,,33807,16/8/2018,
Analyst 34,24.0,T34-7PI5,Amoxicillin,Vitamin C,Suspicious,,33818,16/8/2018,
Analyst 34,25.0,T34-EN99,Amoxicillin,Vitamin C,Suspicious,,30745,20/9/2018,
Analyst 34,26.0,T34-JXS8,Amoxicillin,Vitamin C,Suspicious,,30746,20/9/2018,
Analyst 34,27.0,T34-9JMA,Amoxicillin,Vitamin C,Suspicious,,34485,2018-05-09 00:00:00,
Analyst 34,28.0,T34-0DUP,Amoxicillin,Vitamin C,Suspicious,,34622,20/9/2018,
Analyst 34,29.0,T34-DW48,Amoxicillin,Vitamin C,Suspicious,,34601,20/9/2018,
Analyst 34,30.0,T34-20RO,Amoxicillin,Vitamin C,Suspicious,,33806,16/8/2018,
Analyst 34,31.0,T34-20ZR,Paracetamol,Paracetamol,Suspicious,,34619,17/9/2018,
Analyst 34,32.0,T34-Y7TF,Paracetamol,Paracetamol,Paracetamol,,34886,2018-03-09 00:00:00,
Analyst 34,33.0,T34-JX9A,Paracetamol,Paracetamol,Paracetamol,,34604,17/9/2018,
Analyst 34,34.0,T34-8YZM,Paracetamol,Paracetamol,Paracetamol,,34905,2018-03-09 00:00:00,
Analyst 34,35.0,T34-GTK4,Paracetamol,Paracetamol,Paracetamol,,30750,21/9/2018,
Analyst 34,36.0,T34-EVQG,Paracetamol,Paracetamol,Paracetamol,,34606,17/9/2018,
Analyst 34,37.0,T34-QAZ1,Paracetamol,Paracetamol,Paracetamol,,30749,21/9/2018,
Analyst 34,38.0,T34-NWVS,Paracetamol,Paracetamol,Paracetamol,,34862,2018-03-09 00:00:00,
Analyst 34,39.0,T34-NB5M,Paracetamol,Paracetamol,Paracetamol,,33949,14/8/2018,Grey color in Lane L
Analyst 34,40.0,T34-HBSD,Paracetamol,Paracetamol,Paracetamol,,34904,2018-03-09 00:00:00,
Analyst 34,41.0,T34-IR3Y,Paracetamol,Paracetamol,Paracetamol,,34618,17/9/2018,
Analyst 34,42.0,T34-70PA,Paracetamol,Paracetamol,Paracetamol,,30748,21/9/2018,
Analyst 34,43.0,T34-M0JR,Paracetamol,Paracetamol,Paracetamol,,33915,14/8/2018,Grey color in Lane L
Analyst 34,44.0,T34-J6MR,Paracetamol,Paracetamol,Paracetamol,,34863,2018-03-09 00:00:00,
Analyst 34,45.0,T34-T51E,Paracetamol,Paracetamol,Paracetamol,,33948,14/8/2018,
Analyst 34,46.0,T34-U52S,Paracetamol,Paracetamol Starch,Paracetamol Starch,Yes,34906,2018-03-09 00:00:00,
Analyst 34,47.0,T34-ZXQA,Paracetamol,Paracetamol Starch,Paracetamol Starch,Yes,30747,21/9/2018,
Analyst 34,48.0,T34-0E2L,Paracetamol,Paracetamol Starch,Suspicious,Yes,30751,21/9/2018,
Analyst 34,49.0,T34-2AZ6,Paracetamol,Vitamin C,Suspicious,,30752,21/9/2018,
Analyst 34,50.0,T34-NTZG,Paracetamol,Vitamin C,Suspicious,,34887,2018-03-09 00:00:00,
Analyst 34,51.0,T34-HL46,Paracetamol,Vitamin C,Suspicious,,30753,21/9/2018,
Analyst 34,52.0,T34-QURY,Paracetamol,Vitamin C,Suspicious,,30755,21/9/2018,
Analyst 34,53.0,T34-YLHO,Paracetamol,Vitamin C,Suspicious,,30756,21/9/2018,
Analyst 34,54.0,T34-M9B2,Paracetamol,Vitamin C,Suspicious,,30758,21/9/2018,
